text,label,veracity_label
Our thoughts &amp; prayers are with the families and friends of #4U9525 passengers &amp; crew.,0,1
"#CharlieHebdo massacre: modus operandi, efficiency &amp; focus point to jihad returnees, guys trained to kill repeatedly not one-time kamikazes",0,1
"#CharlieHebdo editor wasn't afraid: ""If [extremists] are not amused by our cartoons, they don't need to buy"" them. ",0,1
. and I have been speaking to some of our allies around the world. The PM will address the nation this evening. #OttawaShooting,1,1
"We are here, we have people for you to talk to, if you are scared, anxious, stressed and need someone. 613-238-3311 #Ottawa",0,1
Reports: #CharlieHebdo suspects killed ,1,1
More #breaking: confirms name of soldier who was killed in #OttawaShooting as Nathan Cirillo. ,1,1
MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. ,1,0
Latest (baseless) rumour from Moscow: Sergei Shoigu has ousted Putin in a behind-the-scenes coup. That man makes Putin look like a kitten.,1,2
Watch video showing gunfire inside Canada's parliament in Ottawa ,1,1
Salman Rushdie makes an impassioned plea to defend the art of satire #CharlieHebdo ,0,1
#putindead #putin Can Putin's Absence Indicate A Palace Coup In Moscow? via ,1,2
"Image of #Ferguson protester throwing tear gas back at police, wearing the American flag, is amazing. ",0,1
"He drew first, by #CharlieHebdo #JeSuisCharlie ",0,1
Reuters: One gunman has been shot dead inside Canadian parliament building #OttawaShooting,1,1
Shameful tourists take selfies at scene of #SydneySiege ,0,1
Follow NOW if you want to follow the story about the unarmed teenager who was killed by the #Ferguson police.,0,1
Paramedics are currently carrying out a number of hostages in #MartinPl. #SydneySiege #9News,1,1
"Police now say there were two shooting incidents in Ottawa: one at the war memorial, the other on Parliament Hill. ",1,0
"What the hell is wrong with people? ""Taking selfies 100m from the Lindt Cafe #sydneysiege """,0,1
Sergeant-at-arms Kevin Vickers who reportedly shot suspect hailed as hero #ottawashooting ,1,1
Irony is that this week's cover of Charlie Hebdo is an attack against Islamophobe writer Houellebecq ,0,1
Map shows Martin Place in Sydney where hostages are being held in a cafe ,1,1
"I covered Polytechnique, Concordia and Dawson shootings. Remember, at least half of what you hear about Ottawa shootings will prove untrue.",0,1
VIDEO Ambulances &amp; police race to site of hostage scene north-east of Paris as #CharlieHebdo gunmen reported killed ,0,1
"The violence of #OttawaShooting has left a city on edge. After the chaos, here's what we know: ",0,1
Police have moved tank and repositioned to face protesters on sidewalk across the street. #ferguson ,0,1
"This is Kevin Vickers, sergeant-at-arms who reportedly killed a shooter inside the Parliament buildings #Ottawa ",1,1
"Charlie Hebdo editor Stéphane Charbonnier, killed today, on the ""dead or alive"" list of AQAP (Inspire, March 1 2013) ",0,1
#CharlieHebdo attack suspects take 1 person hostage North-East of Paris (police source) ,1,0
"#RCMP to hold news conference on #Ottawa shootings at 2 pm ET, 11 am PT. Watch live coverage @ ",1,1
"R.I.P. Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack ",1,0
BREAKING: 2 people killed and 3 in serious condition as hostage siege at Sydney café ends -- Australian broadcaster. ,1,1
Telling that some are calling the Charlie Hebdo shootings “the worst terrorist attack in Europe since 2005.” Breivik doesn’t even register.,0,1
Putin just became a typical Russian father...he's still missing. #putindead,1,2
. 's report on what we know right now about the #sydneysiege: ,0,1
French president Hollande does not expect survivors from #Germanwings plane crash ,0,1
MORE: #Ferguson police chief identifies Darren Wilson as cop who shot Michael Brown ,1,0
Police in pursuit of multiple shooters in Ottawa; PM safe; downtown buildings in lockdown ,1,0
If you want to follow the hostage situation in Sydney: ,1,1
"Cartoons don't denigrate Islam, executing cartoonists does #charliehebdo via ",0,1
Shots fired and hostages taken in a building east of Paris as police hunt #CharlieHebdo attackers ,1,0
Suspected jihadist in #Sydney standoff ID'd as Iranian sex offender as ordeal enters 15th hour ,0,1
Prince and 3RDEYEGIRL playing last minute show at Massey Hall. Tix $10,1,2
"BREAKING: #Germanwings crash victims include 72 German citizens, 35 Spaniards, 2 Americans, per CEO - via ",1,0
Shoot unarmed kid. Conceal evidence. Impose martial law. Harass reporters. Smear the victim. Worst. Police. Ever. #Ferguson #MikeBrown,1,0
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks ",1,1
Shooting locks down Canadian parliament; one suspect reported dead ,1,1
Our thoughts are with Ottawa this morning. Stay safe.,0,1
. Staff observe minute of silence at #AFP headquarters for the victims of #CharlieHebdo #JeSuisCharlie ,0,1
BREAKING NEWS - Exchange of fire reported in #DammartinEnGoele #CharlieHebdo ,1,0
I feel so much for the hostages in Sydney. I also feel for law-abiding Muslims in Australia. The backlash will be nasty.,1,1
"Please, RT! #CharlieHebdo attack: the next chapters! Via #RespectForMuslims ",0,1
"PHOTOS:: #Ferguson, Missouri, looks like a war zone ",0,1
UPDATED: Photos from shooting on Parliament Hill: ,0,1
"Australia's PM says there are ""some indications"" the Sydney siege may be politically motivated ",0,1
"""Charlie Hebdo: 10 truths that ought to be self-evident but aren’t"" - Me in ",0,1
"Sydney cafe in hostage crisis may hold up to 10 staff and perhaps 30 customers, Lindt says ",1,0
"Gurlitt collection accepted by Bern museum, provided art works were not stolen by Nazis ",1,1
"White male goes on shooting spree: ""troubled nice guy needed help"" Black male, unarmed, gunned down: ""felon, thug, asking for it"" #Ferguson",0,1
What we know about the Germanwings crash so far ,0,1
BOMBSHELL: #Ferguson chief says the police officer might not have even known about the robbery when he shot and killed Michael Brown.,1,0
Australian TV pictures show police storming cafe under siege in Sydney ,1,1
NEW: The #Salafi response to the #Terrorist #ParisShooting #France: “Were they forbidding an evil?” Please spread. ,0,1
"Flight #4U9525 climbed to 38,000 feet before before it started to descend and lost signal at 6,800ft / ",1,0
Several attacks against mosques in France after Paris shooting: reports,0,1
"Swiss museum, German officials to announce fate of #Gurlitt art collection at 11CET. ",0,1
The biggest challenge now is to insulate our youth from the influence of the IS. #sydneysiege,0,1
"#Breaking: The officer involved in the shooting of Michael Brown is named Darren Wilson, #Ferguson police chief says.",1,0
This puts it all in perspective. #Ferguson #MikeBrown ,0,1
"""Is that a tank?!?"" As older black woman asks as cops move in #Ferguson",0,1
Just seen the scenes from Sydney. Tho gets with the people &amp; their families of those inside the cafe at the moment.,0,1
If you're wondering whether to go to work tomorrow here is a mp of the #sydneysiege exclusion zone: ,0,1
Obama has militarized every government agency there is. THIS is big government. #morningjoe #Ferguson ,0,1
"#STL A cleanup for #Ferguson has been organized. TOMORROW. Meet at 10 am Wednesday August 13, 333 N Florissant Rd, Ferguson, MO 63135",0,1
"Exclusive: Swiss museum close to accepting Gurlitt bequest, returning any Nazi-looted pieces by via ",1,1
"MORE: Operation to detain massacre suspects unfolding in Dammartin-en-Goele, about 25 miles northeast of Paris: ",1,1
"Yes, tweet actual covers instead of the mere #JeSuisCharlie. They are, after all, what the bullies can’t handle. ”",0,1
#SydneySiege gunman ‘has improvised explosive device’ ,0,1
#Ferguson Police Chief says #MikeBrown was stopped because he was walking in road NOT because he was suspected of stealing cigars.,1,1
Police with guns drawn at seen of war memorial shooting. ,0,1
Prince rumoured to be performing surprise show in #Toronto: ,1,2
Has Putin Been Overthrown in a Palace Coup? ,1,2
Shocked and disgusted about what's happening in Sydney... Those poor people trapped in that cafe.. #illridewithyou,0,1
Reports that two of the dead in the #CharlieHebdo attack are police officers ,1,1
"France: Since last night, gunfire and bombings have targeted two mosques, a prayer room, and a Muslim family's car. ",0,1
A tribute to the lives lost in #Germanwings crash set to music from #OlegBryjak &amp; #MariaRadner ,0,1
WATCH: The moment two women escaped the #sydneysiege. ,1,1
The Gurlitt art collection no one - and everyone - wants - SWI swissinfo.ch ,0,1
"#CharlieHebdo attack, now car set on fire outside synagogue - more Islamist terror in #France? ",0,1
"Gunman killed in Parliament attack named as Michael Zehaf-Bibeau, a Canadian born in 1982, American media report claims. #cdnpoli #Ottawa",1,1
"Hey #Prince remember that time I stood next to you at that thing. Anyway, let's catch up tonight at Massey Hall. #PRINCEWATCH",1,2
Siege situation currently unfolding at Sydney's Martin Place. Updates here: ,1,1
Stunning photos from Ottawa ,0,1
#CharlieHebdo is a heroic bastion of free speech. It's also racist. ,0,1
Kremlin: Huge Announcement As Unmarked White Trucks Flood Into Moscows Red Square #Kremlin #Russia #Putindead #Putin ,1,2
The police officer who killed Mike Brown has been put on paid administrative leave. #Ferguson,0,1
Islam is a non-violent religion. Don't let a few extremists or the media fool you. #SydneySiege ,0,1
"Be careful what you read about Ottawa, and what you repeat. tipsheet via ",0,1
It just feels very odd.What'ss going on in #Kremlin? Military coup and putin removal?I'm afraid the next Russia's leader won't be any better,1,2
"Re: Charlie Hebdo Seriously. If your god &amp;/or prophet needs armed men to protect him from cartoons, it pretty much says he's a huge pussy.",0,1
Maybe they mixed up the Prince's? #Prince will not be performing in #Toronto tonight. #PrinceFielder? ,1,2
Murderers hijacked religion just as the far-right will hijack the murders. Cycle of hate. #CharlieHebdo,0,1
VIDEO: Gunfire and explosions heard at printworks in Dammartin-en-Goele siege ,0,1
The Constitution of the United States does NOT state that citizens can only peacefully assemble in the daytime. #FirstAmendment #Ferguson,0,1
Absolutely heartbreaking what has happened! Twitter users show solidarity to #CharlyHebdo by using #JeSuisCharlie ,0,1
This is the police presence at a peaceful protest - in the USA. #Ferguson right NOW!! WTF!!! ,0,1
McMaster's flags have been lowered in memory of today's shooting victim in Ottawa. ,0,1
We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,0
French media calling #CharlieHebdo attack the worst attack in France in decades ,0,1
BREAKING: Tonight in Toronto nobody is gonna party like it's 1999. #Prince #PRINCEWATCH #mylittleredcorvettestalled,1,2
Can Putin's Absence Indicate A Palace Coup In Moscow? #Leadership #Forbes,1,2
"PRINCE doing surprise show at Massey Hall in Toronto today! Wristbands at 6, show at 8. ",1,2
Here's what we know so far about the #Germanwings flight that crashed in the French Alps ,0,1
"Most-shared #Ferguson news images, as published on LINK: ",0,1
The flag in the window of the Lindt cafe in Martin Place is not an Islamic State flag. An explanation: #SydneySiege,1,0
"More than the terrorist, its people like who are Blot on the society. #ParisShooting #CharlieHebdo ",0,1
#RespectForMuslims Western #media will never highlight these #Muslims. Plz #CharlieHebdo #France #Paris ,0,1
happening now in #ferguson ,0,1
How many #Ferguson officers are in the KKK? #jw,0,1
"Page one of Tuesday's Sydney Morning Herald, first edition. #sydneysiege ",0,1
"Sydney residents urged: ""Go about your normal business"" #sydneysiege ",0,1
Iranian cartoonist for #CharlieHebdo ,0,1
"Witnesses of today’s shooting incidents, call 613-236-1222 ext 5493.",0,1
7 things to know about the new guy running things in #Ferguson: #RonJohnson ,0,1
Captain Johnson says #Ferguson police did not consult with him before they released the name of #DarrenWilson. He wishes they did.,0,1
Very tense situation in Ottawa this morning. Multiple gun shots fired outside of our caucus room. I am safe and in lockdown. Unbelievable.,1,1
Separating fact from fiction on the #SydneySiege. Here's what we do and don't know ,0,1
"France's most talented cartoonists:Cabu, Wolinski, Charb, Tignous died in #CharlieHebdo attack ",1,0
"Jon Stewart on #CharlieHebdo: ""Comedy shouldn’t be an ‘act of courage': ",0,1
#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault,1,1
Thank God he's not a Muslim! Otherwise the world'd be on a Muslim hate spree now #Germanwings ,1,0
Update: Airspace over Sydney has been shut down. Live coverage: #sydneysiege,1,0
I normally don't do politics on here but totally shocked by the events of yesterday and heartened by the world's reaction #JeSuisCharlie,0,1
#BREAKING Germanwings crew did not send distress signal: aviation official,1,0
#sydneysiege: There are reports the hostage-taker claims to have up to four bombs. ,1,1
PM Stephen Harper to address the nation on #OttawaShooting at 7:45 pm/ET. #cdnpoli ,1,1
Over 65k Twitter users show solidarity with French satirical magazine #CharlieHebdo ,0,1
"UPDATE: Aerials are coming in from Sydney Opera House, with reports it has also been evacuated. #9News ",1,0
even in Afghanistan we never pointed our rifles at civilians there is something seriously wrong with the police in #Ferguson,0,1
The State Department is concerned about a coup against Vladimir Putin. We will continue to monitor the situation closely.,0,1
"Killing of policewoman in Paris linked to #CharlieHebdo killers, police tell French media after identifying suspect ",1,1
 : German media reporting #AndreasLubitz had a 'serious depressive episode' six years ago #Germanwings,1,0
"Atlantic #cadet programs cancelled, other cadets advised to not wear uniform but show up in business casual. #OttawaShooting",0,1
Where in the world is #Putin #putindead,0,1
French PM: fears 142-150 passengers died when flight #4U9525 crashed in the French Alps #Airbus #A320 ,1,1
I wish that all news outlets publish #CharlieHebdo 's cartoons/satire tomorrow on their front pages as a tribute to the dead. RIP,0,1
"""Our thoughts are w/our allies over in France,"" spokesman says. #CharlieHebdo ",0,1
"The latest on #Ottawa shootings. Gunman killed inside Parliament, soldier shot at War Memorial. #cdnpoli",1,1
Just went past 12 hours since this #sydneysiege started. We ALL just want to see everyone out safely. #7News,0,1
The crowd has forced the police car to reverse. #ferguson ,0,1
BREAKING: 'Ten shot dead' as gunmen storm HQ of satirical magazine Charlie Hebdo in Paris ,1,1
More shots fired just off Parliament Hill. Police telling everyone to take cover.,1,1
"#CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” ",0,1
#Breaking: A plane carrying at least 142 people crashes in France. French PM says unlikely anyone on the #Germanwings jetliner survived,1,0
Hashtags #4U9525 #GermanWings #A320 all useful for latest info on plane crash in southern France.,1,1
"Every time the police talk, their story changes. I hate it. #Ferguson",1,0
"Israeli SWAT team unit specializing in hostage situations on standby, ready to travel to Paris to assist French ",0,1
#BREAKING Reports two customers and an employee have escaped the #SydneySiege ,1,1
"Jon Stewart on Charlie Hebdo: Comedy ""shouldn’t be an act of courage"" ",0,1
The Lindt cafe has issued a short statement on the Martin Place siege on Facebook. #SydneySiege ,0,1
#AP10Things to know for Fri.: Turmoil escalates in Yemen; How airlines are responding to Germanwings crash: ,0,1
"The #Ferguson shooting shows that being passive leads 2 more injustice. If a Black cop shot an unarmed white teen, Ferguson would be on fire",0,1
BREAKING Germanwings says 144 passengers and 6 crew on crashed plane ,1,1
"Prince news from fans at Massey Hall: show tonight, $10 for entry. Need to line up at Massey for wristbands. Big line already. #PrinceWatch",1,2
So Concert 4 tickets/person &amp; max seating is 3300 Still a chance if you want to brave it! #Prince#Toronto,1,2
MT #Uber intros surge pricing during #sydneysiege - ,1,1
#Ferguson police once charged a man w/ destruction of property for bleeding on their uniforms: ,0,1
"Bern's Museum of Fine Arts is set to announce its decision regarding the Gurlitt collection on Monday, Nov. 24! ",0,1
***Not confirmed yet*** Prince to perform surprise show in Toronto Prince is rumoured to be performing a... ,1,2
#CharlieHebdo editor-in-chief: 'How people can attack a newspaper. A newspaper is not a weapon of war.' ,0,1
"""If our fears are confirmed, this is a dark day for Lufthansa,"" #Germanwings' parent company says after crash ",0,1
BREAKING: Germanwings Airbus A320 crashes in French Alps | via ,1,1
"JUST IN: Canadian military bases being closed after soldier shot at Nat'l War Memorial, ongoing situation near Parliament - ",0,1
Police are leaving now. #ferguson ,0,1
#banksy You can try to break the pencil but it will multiply... #jesuischarlie ,1,0
"#CharlieHebdo imam of drancy, Paris, condemns attack, says it has nothing to do with Islam, calls on Muslim ""silent majority"" to condemn it",0,1
"The mother of #MikeBrown, the 17-year-old killed by #Ferguson police today, says her son was about to start at Vatterott College next week.",0,1
"Interesting that #MouradHamydInnocent is trending, started by classmates who say suspect Mourad was in class at time of #CharlieHebdo attack",1,0
Live video from standoff north of Paris with brothers suspected in the Charlie Hebdo attack ,0,1
"Police have thrown something at the crowd. Not sure what tho. Protester says ""they have enough bullets for everybody down here #Ferguson",1,0
More than 40 Australian Muslim groups have jointly condemned the #Sydneysiege ,0,1
Ottawa Police spokesman tells News that 3 suspects are being sought following shootings in Canadian capital - ,1,0
In case of queries about Indian nationals following events in Sydney contact Dr Viond Bahade Dy Consul General at phone +61 481 453550,0,1
"Prince not performing tonight, Live Nation says STORY: #PrinceTO #Toronto",1,2
#Ferguson police chief just confirmed that officer's interaction with Michael Brown NOT related to the robbery.,1,0
Prediction: the #CharlieHebdo massacre will not dent the political class's complacency one iota,0,1
One suspect in the #CharlieHebdo shooting has handed himself in; two others remain at large: ,1,1
"On eve of Monday's announcement, Gurlitt relatives formally challenge the will that named Kunstmuseum Bern as heir ",0,1
BREAKING: Australian National Imams Council condemns Sydney siege ,0,1
Charlie Hebdo gunmen reportedly heard shouting: 'Prophet has been avenged' ,1,0
Religious leaders meet at Lakemba mosque in Sydney to pray for hostages #sydneysiege ,0,1
Updated: Canadian soldier killed in attack at Parliament Hill in Ottawa ,1,1
Let´s get serious about #CharlieHebdo and West's double standards on freedom of speech! ,0,1
All quiet again after multiple gunshots in #MartinPlace. No word on whether hostages are free #SydneySiege ,0,1
"it'll be fascinating to see how all the topical satire shows on British TV respond to the #CharlieHebdo murders. Oh no, hang on...",0,1
"German chancellor Angela Merkel ""deeply shaken"" by #Germanwings crash, spokesperson says ",0,1
"BREAKING: Explosions, smoke at industrial area where #CharlieHebdo suspects are holed up: ",0,1
 : Ottawa: don't tweet your location. Don't tweet the location of police units. Resist urge to look at what's happening,0,1
"Pres. Obama condemns the #CharlieHebdo attack: Paris ""will endure well beyond the hateful vision of these killers."" ",0,1
#JeSuisCharlie NO TWEET between 12h00 and 12h01 (French Time) Please RT,0,1
"This is not a religious or a racial issue, it's an insane individual making insane actions. Dont group good people with the bad #sydneysiege",0,1
MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: ,1,0
"#France's most famous cartoonist, 87 year old Uderzo - father of Asterix - comes out of retirement for #CharlieHebdo. ",0,1
the plot thickens - #putindead ,0,1
Pilots of crashed Germanwings flight declared emergency at 10:47 a.m. as plane fell rapidly. ,1,0
"There are no survivors in the #Germanwings plane that was en route Barcelona, Spain, to Duesseldorf, Germany. Click ",0,1
"BREAKING | This is a photo of Michael Zehaf-Bibeau, gunman in this morning's shootings in Ottawa. #cbcOTT #OTTnews ",1,1
"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson",1,0
The Pen and the Sword: the latest from . #jesuischarlie ,0,1
"As the #sydneysiege continues, three faiths come together to pray for peace at Lakemba mosque. Photo: ",0,1
#IllRideWithYou Sydney Stands Up To Racism &amp; Bigotry With One Beautiful Hashtag ,0,1
Thinking about all my mates in Sydney. Hope everyone is okay.,0,1
#BREAKING: ONE assailant shot and killed in Parliament Hill - but still active shooting situation &amp; shots being fired. #ottnews,1,1
"Australian mosque imams refer to #SydneySiege as a ""criminal act"", NOT as a terrorist act. Refuse to renounce JIHAD. ",0,1
Shaheen Hashmat: ‘Islam is defined by its followers. Moderate Muslims must act’ (Pic:K PETERS) ,0,1
Google pushes cash to Charlie Hebdo but not Al-Ikhbariyah. What's is Google's view of the world? ,0,1
Soldier killed in Canada shooting was a young reservist with a six-year-old son Pray for him.,1,1
#Gurlitt Bern museum accepts controversial art hoard - SWI swissinfo.ch ,1,1
Police surround a business where two suspects in the Charlie Hebdo attack may be barricaded ,0,1
Gunmen showed advanced military skills in Paris #CharlieHebdo attack: ,1,0
Australia's leader Tony Abbott addresses #sydneysiege; no questions from the media taken ,0,1
"BREAKING: One gunman has been killed following a shooting on Parliament Hill, sources confirm to CTV News.",1,1
"Beautiful: As terror attack in Sydney is ongoing, ppl offer rides 2Muslims being abused on transport #illridewithyou ",0,1
Pope Francis prays for gunmen who executed 12 people at #CharlieHebdo ,0,1
We got through. That's a sniper on top of a tank pointing guns at us... #ferguson ,0,1
Here comes another Pakistani's take #CharlieHebdo. How does one country produce so many brilliant minds? ,0,1
Four of France's most revered cartoonists among those killed in #CharlieHebdo massacre ,0,1
"MORE: Ottawa shootings suspect identified as Michael Zehaf-Bibeau, 32; unclear if there are other shooters: ",1,1
I wonder how many of the people criticizing Charlie Hebdo's free speech this week defended Franco &amp; Rogen's free speech last week?,0,1
*church fan* : Where's the #NRA's call for blacks to arm themselves against the police? #MikeBrown #Ferguson,0,1
Charlie Hebdo killers are dead. Sources say they are not in Paradise.,1,1
#CharlieHebdo will continue publishing in wake of the attack: ,0,1
FOX NEWS ALERT: Search and rescue underway...teams headed to Germanwings plane crash site in French Alps ,0,1
"Hamilton Argylls soldier, Nathan Cirillo, on the right in this picture, dies in Ottawa attack ",1,1
POLICE MOVE IN: Police confirm live ammunition used in Martin Place #sydneysiege,1,1
The Sydney cafe siege may be part of a larger plot. #MartinPlaceSiege ,1,0
"cops aren't soldiers. soldiers are soldiers. if you want to be a soldier, enlist &amp; head for the desert. The USA is NOT a war zone. #ferguson",0,1
"Even if #MikeBrown was running down the street with a bag full of boosted goods, he deserved a trial. Not a street execution. #Ferguson",1,0
"#CharlieHebdo suspects ""prepared to die as martyrs"", they tell police after making contact - French media ",1,0
"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - ",1,1
People gather for a minute's silence to remember the victims of the #CharlieHebdo attack ,0,1
Where's Putin? Is he at a pool party in Vegas? Can you find him in this picture? #findputin #whereswaldo #putindead ,0,1
Update - French interior ministry says incident which led to evacuation of Trocadero near the Eiffel Tower in Paris was a false alarm,1,0
"Prince not playing Massey Hall tonight, promoter says ",1,2
I look at this and I'm proud. The protesters tonight in #Ferguson were NONVIOLENT. #MikeBrown ,0,1
"#BREAKING NSW police have confirmed that the siege is over, but have not commented on injuries #sydneysiege ",1,1
"Announcement coming from # russia. Some say coup, some say war w/UK or #Putin is dead. I say new version of USSR coming. New flag.",1,2
BREAKING: confirms that there was 144 PAX and 6 Crew on board - ,1,1
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station ,1,0
"#CharlieHebdo editor/cartoonist Stephane ""Charb"" Charbonnier and 3 other cartoonists among those killed, police say. ",0,1
#BREAKING: #Sydneysiege latest: * Armed police have stormed cafe * Multiple hostages freed * Paramedics entered scene ,0,1
Several people being held hostage at a Sydney cafe. Australian tv showing people with hands up against a window: ,1,1
We've sussed it. The Kremlin's getting ready for St Patrick's Day ;) #putinmissing #putindead ,0,1
MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: ,1,0
"Pretty sure #Prince bailed as soon as he heard #Toronto fans referring to it as a ""pop-up show"".",1,2
Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. ,0,1
#BREAKING: A Germanwings Airbus A320 has crashed in French Alps near Digne ( ),1,1
"JUST IN: US Consulate in Sydney issues emergency message to US citizens to ""maintain a high level of vigilance"" due to hostage situation.",0,1
UPDATE: A lockdown at the Rideau Centre in Ottawa has been lifted.,1,0
#Germanwings Flight 9525 co-pilot crashed plane! My #Prayers go out to the families! ,0,1
What we know about suspected hostage taker in Sydney ,0,1
COMING UP LIVE Ottawa shooting: Stephen Harper to address nation ,1,1
How can you not be moved by the people of #Ferguson ,0,1
"New vid of Paris attack on #CharlieHebdo filmed by a witness. Gunmen on street shout ""Allahu Akbar"" ",1,0
"If your first response to the #ottawashooting is to make a political point, your humanity is sadly and sorely lacking.",0,1
"If Dorian Johnson is a suspect in a robbery that justified #DarrenWilson killing #MikeBrown, why hasn't Dorian been arrested? #Ferguson",1,0
"Instead of calling the Sydney cafe terrorist 'the terrorist',BBC is calling him 'the gunman'. Even after he showed his black terrorist flag.",0,1
Pictures from the scene: Gunmen attack Paris #CharlieHebdo office ,0,1
"Paris says highest alert level extended north to region where attack suspects spotted - , ",1,0
"Please enjoy this culturally, ethnically, religiously, and politically correct cartoon responsibly #CharlieHebdo ",0,1
#CharlieHebdo latest: - 2 gunmen believed holed up in building - reports of 1 hostage - Shots fired in car chase ,1,0
"""this is not a religion"" #IamCharlie #CharlieHebdo ",0,1
So #Ferguson police want me to believe #MikeBrown tried to get into a police car and wrestle the officer's gun away. I'm gonna need video.,0,1
Photos from scene of deadly attack by gunmen at Paris offices of newspaper Charlie Hebdo. ,0,1
This is all so disturbing #DONTSHOOT #Ferguson #MikeBrown something needs to be done but it aint riots. Peaceful acts. We have to value life,0,1
PM Abbott: Our thoughts and prayers must above all go out to the individuals that are caught up in this. #SydneySiege,0,1
Our thoughts &amp; prayers go out to everyone affected by the events in our nation's capital. #OttawaStrong #Ottawa ,0,1
"Canadian Prime Minister Stephen Harper is due to make a statement shortly, reports say #OttawaShootings",1,1
#BREAKING: Australian police have named the suspect in the Sydney siege: Islamic leader Sheik Man Haron Monis ,0,1
Thousands tweet declaring their solidarity with Muslims... #IllRideWithYou #sydneysiege ,0,1
CEO of Lindt cafe says 40-50 hostages held by 2 gunmen. Significantly higher number than initially thought #MartinPlace #sydneysiege,1,0
"Parliament shooting a very active situation still at the moment. They are searching the building, presumably for a suspect or suspects.",0,1
Australia's reaction to the #sydneysiege is magnificent #illridewithyou ,0,1
The internet has now pronounced dead #RIPPutin #VladimirPutin #Putin #putindead ,1,2
Hostage taker in Sydney cafe siege named by police as Iranian refugee Haron Monis - ,1,1
"Tracking data shows descent of #4U9525 was very aggressive, but not full freefall. (image via ) ",1,1
"Only this, today #CharlieHebdo ",0,1
"This was a well-planned attack: the gunmen hit #CharlieHebdo in the middle of the weekly conference, with all staff present.",1,1
French forensic experts examine car used by armed gunmen who stormed offices of Charlie Hebdo ,0,1
The terrorist attack in Paris is beyond obscenity. It is a violent assault on freedom of the media and freed of expression for all peoples.,0,1
"The info given today seems to line up with this witness account, even the alleged theft: #Ferguson #MikeBrown",1,0
Spare a thought for Australia's Muslim community - the vast majority of whom condemn Jihadists' for perverting their religion #sydneysiege,0,1
 : Over 50 people have been arrested in #Ferguson. None of them is the cop who shot that boy 10 times in cold blood.,1,0
"#Russia #Putin emerges, meets judge aftr 9 days; net wild w rumors &amp; jokes. via ",0,1
Sydney Opera House has been completely evacuated and Sydney airspace closed. #siege,1,0
Just in: Canadian soldier killed in #OttawaShooting today is Cpl. Nathan Cirillo Thoughts &amp; prayers to his family ,1,1
No Russian leader as charismatic as Putin except Nemtsov. Coup scenario: Whoever broke cardinal rule &amp;ordered Nemtsov hit needed him gone.,1,2
RIP #CharlieHebdo cartoonists. My toon from 2010: ,0,1
NEW: U.S. Embassy in Ottawa is on lockdown due to shooting near Canadian Parliament - ,0,1
Do follow us on for the latest updates of the ill-fated #GermanWings ,0,1
"UPDATED: Soldier dead, 2 others injured in Parliament Hill siege; 1 gunman dead ",1,1
So a large Negro robbed a store and then the cops saw a large Negro. WHAT WERE THEY SUPPOSED TO DO?!?! Perhaps not execute him. #Ferguson,1,0
Let's get these cameras on cops everywhere #Ferguson ,0,1
I'm so happy to see Sydney-siders saying #illridewithyou to Muslim people who fear abuse on public transport following #sydneysiege,0,1
"Prince probably arrived in Toronto, saw that it was raining and cancelled because the rain wasn't purple. #prince",1,2
Not a cop in sight at the #MichaelBrown rally and all is peaceful. #ferguson,0,1
The problem isn’t Islam. The problem is assholes. Every religion has ‘em. #JeSuisCharlie,0,1
Three people seen running out of Sydney cafe where hostages have been held for hours - live updates #sydneysiege,1,1
Radical Muslim cleric Sheik Man Haron Monis has been revealed as the gunman behind #SydneySiege: #9News,1,1
The entire world is rallying. The terrorists plan has backfired. 🇺🇸🇫🇷🇬🇧🇮🇹 #JeSuisCharlie #CharlieHedbo ,0,1
"Stretchers taken from Sydney cafe after police storm building; fate of hostage-taker unknown - , ",1,1
#Islam is not the #terrorists who attacked Charlie Hebdo. Islam is the policeman who died defending Charlie Hebdo.,0,1
"According to 's 2014-15 GM Survey, Kobe is the 3rd best shooting guard. ",0,1
Update - AFP reports an armed man has taken a hostage in a kosher grocery in #Paris,1,0
The pen is mightier than the sword. Cartoonists respond to terror in France #CharlieHebdo #JeSuisCharlie #auspol ,0,1
I'm horrified at the anti-Catalan and anti-German tweets coming from Spanish trolls on Twitter. I will not them. #Shame #GermanWings,0,1
"""At least 1 gunman"" in #SydneySiege (image of suspect not verified) No injuries known - police ",1,1
#RCMP news conference on #Ottawa shootings expected to begin momentarily. Watch live @ ,1,1
" reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",1,0
Headquarters of and in Berlin. #JeSuisCharlie ,0,1
