text,label
"Porphyria was linked with legends of vampirism in 1985 and received much media exposure, but has since been largely discredited. ",0
The Mets presented him with a championship ring. ,0
"British journalist George Orwell, present for the crackdown, wrote: ""[T]he accounts of the Barcelona riots in May ... beat everything I have ever seen for lying."" ",0
Another collection of items collected by the Forsters is on display at the Pitt Rivers Museum in Oxford. ,0
"Young grey jays leave the nest between 22 and 24 days after hatching, after which the third bird begins to participate in foraging and feeding. ",0
Over 50% of the Riverina's wine production is exported. ,0
"On 12 December, the advancing Soviet 139th Rifle Division, supported by the 56th Rifle Division, was defeated by a much smaller Finnish force under Paavo Talvela in Tolvajärvi, the first Finnish victory of the war. ",0
"Faith healing and religious groups that do not believe in modern medicine have been criticized for the adverse health consequences when believers delay seeking, or never receive, necessary medical care. ",1
"The manner of his appointment was controversial, and two of Macmillan's cabinet ministers refused to take office under him. ",0
"The character, Antoinette Marceau, is described by Sheldon as an amalgam of two characters from the novel. ",0
Harding returned from Chicago to find that the paper had been reclaimed by the sheriff. ,0
"What some scientists found more surprising was the discovery that the North Pacific and North Atlantic populations are also distinct, and that the North Pacific species is more closely related to the southern right whale than to the North Atlantic right whale. ",0
"He joined the British Army the following year, being commissioned as a second lieutenant in the Royal Engineers on 21 December 1904. ",0
Hurricane Bob was a minimal hurricane that affected the southeast United States in July 1985. ,0
"The equestrians, the highest social class of all, served in mounted units known as ""equites"". ",0
"After a number of battles, notably Spicheren, Wörth, Mars la Tour, and Gravelotte, the Prussians defeated the main French armies and advanced on the primary city of Metz and the French capital of Paris. ",0
"Doherty's performance was dubbed 'shambolic' by many tabloid newspapers - the singer stumbled on stage, and forgot some of the words, instead humming and mumbling incoherantly. ",1
In his article he discusses Hip Hop's 30 birthday and it's evolution has been a devolution due to its capitalistic endeavors. ,1
"The book, by Frederick H. Martens, suggests not only the level of Ornstein's fame at age twenty-four, but also his divisive effect on the cultural scene: Leo Ornstein to many represents an evil musical genius wandering without the utmost pale of tonal orthodoxy, in a weird No-Man's Land haunted with tortuous sound, with wails of futuristic despair, with cubist shrieks and post-impressionist cries and crashes. ",0
"The cycle consists of sixteen sonatas (thirteen of which are cast in binary form, the remaining three in ternary form) and four more freely structured interludes. ",0
The two Australian fighter bomber squadrons provided close air support to the Allied armies and attacked German supply lines until the end of the war. ,0
"While students fought with police on the ground, mounted police charged the crowd, scattering them into smaller groups and arresting the stragglers, including one Cambridge undergraduate, Alexander Bowley, who was arrested for ""barking like a dog"". ",0
"""House"" was a co-production of Heel and Toe Films, Shore Z Productions, and Bad Hat Harry Productions in association with Universal Media Studios for Fox. ",0
"Unable to forget his semi-enslaved family - whose ""workers' paradise"" is starving to death - he innovates a cheap but durable gun (because the Libertarians on Pallas, to their shame, did not have a domestic firearms industry), and sets about liberating his former commune. ",1
"After a visual inspection of the telescope, astronauts conducted repairs, replaced failed or degraded components, upgraded equipment, and installed new instruments. ",0
"Since then, the PROTECT Act of 2003 has been enacted for essentially the same purpose, with the first conviction under the act happening to a previously-convicted sex offender on December 1 2005 . ",1
"The ""C. sativus"" clone was slowly propagated throughout much of Eurasia, later reaching parts of North Africa, North America, and Oceania. ",0
"India, through its claim on the Gilgit Baltistan region of Kashmir, claims a border with Afghanistan here. ",1
"Just a few months later, however, manager Keith Peacock was controversially sacked, and within 18 months the club had fallen into Division Four. ",0
"The Excellency over the Masses (also known as the Minister over the Masses) shared the same censorial and advisory roles as the other two Excellencies, the Excellency of Works and Grand Commandant. ",0
Urinary tract conditions were also treated with an oil-based emulsion of premature saffron flowers mixed with roasted beans; this was used topically on men. ,0
The Committee employed two private detectives to investigate the case. ,0
"Martin believed that the cameras and DSi Shop did not justify purchasing the DSi at launch, but, in line with the general consensus, saw potential in future software for the console. ",0
This is a faulty interpretation following from a fundamental misunderstanding of the differences of Hebrew and English syntax. ,1
Schizotypal personality disorder has symptoms that are similar but less severe than those of schizophrenia. ,0
"In 1876, he was elected to Congress, where he became the Republican Party's expert on the protective tariff, which he promised would bring prosperity. ",0
"Taking over at their own 40-yard line after the kickoff went out of bounds, the Bulls drove down the field, scoring the game-winning touchdown on a 35-yard desperation heave from Drew Willy to wide receiver Naaman Roosevelt with no time remaining on the clock. ",0
"They then moved to 83 Finchley Road in Swiss Cottage, Hampstead. ",0
"The Senate quickly confirmed Hughes, but then Chief Justice Fuller died on July 4, 1910. ",0
Venti are the Roman gods of the winds. ,0
"Equity Library Theatre produced it in New York in 1970; it returned to that city, though not to Broadway, in 2002 with the York Theatre. ",0
Isabelle Wilhelmine Marie Eberhardt (17 February 1877 – 21 October 1904) was a Swiss explorer and author. ,0
"The phonograph was connected by an intricate arrangement of pulleys to the film projector, allowing—under ideal conditions—for synchronization. ",0
"The trio formed the basis of the band Mustaine was eager to start, and while Handevidt would only last a few months, Mustaine and Ellefson formed a tight musical bond. ",0
"This has a patchy or spotty appearance, with a mixture of blue and grey feathers on the head, and black and grey on the breast; birds born early in the breeding season will gain more nuptial plumage initially than those born late. ",0
"Descriptions of life in America were unvarnished, and the general advice to emigrants brief and factual. ",0
"A temporary injunction was granted against ""The Progressive"" to prevent the publication of an article by activist Howard Morland that purported to reveal the ""secret"" of the hydrogen bomb. ",0
"Within the family Felidae (true cats), members of the subfamily Machairodontinae are referred to as saber-toothed cats, and this group is itself divided into three tribes: Metailurini (false saber-tooths); Homotherini (scimitar-toothed cats); and Smilodontini (dirk-toothed cats), to which ""Smilodon"" belongs. ",0
"Historically, politically and culturally, however, it is closely aligned with Europe - the Greek Cypriots in the internationally recognised Government controlled area with Greece and the Turkish Cypriots in the illegally occupied North with Turkey. ",1
"He married Margaret Schwennesen, a pilot, on 23 December 1959 at Toorak Presbyterian Church in Melbourne; the couple had two daughters. ",0
"Pre-Columbian Cuba was first visited by Europeans when murderer Christopher Columbus landed on the island of Cuba for the first time on October 28, 1492, at the eastern tip, in the Cazigazgo of Baracoa. ",1
"Various size estimates exist for megalodon; in 1973, Hawaiian ichthyologist John E. Randall estimated that the maximum length attained by ""C. megalodon"" was about , while in the 1990s, marine biologists Patrick J. Schembri and Stephen Papson opined that ""C. megalodon"" may have approached a maximum of around in total length; however, Gottfried and colleagues asserted that ""C. megalodon"" could have reached a maximum of in total length. ",0
"""M. pithecoides"" from the central plateau was a specialized leaf-eater (folivore), but the other two species had a more mixed diet, eating fruits and seeds in addition to leaves. ",0
Their marriage produced no children. ,0
"In addition, except for missing a tackle that should have given the game another yellow card, all of Ivanov's judgements followed the FIFA rules to the bone; no one has yet to prove one single undeserved or harsh yellow/red card occured during the game, if anything the teams deserved the cards for their poor sportsmanship. ",1
"Paredes was brought up on two charges, violation of Uniform Code of Military Justice, Article 86, absence without leave and Article 87 Missing movement, and found guilty by Courts Martial on May 10 2005. ",1
Historians are now turning to local gazetteers of Ming China for clues that would show consistent growth in population. ,0
One scout was struck by a falling gateway and several others sustained minor cuts and bruises. ,0
"Though many believed that Karzai would make reforming the Supreme Court a priority of his administration, as of 2006 he has yet to do so. ",1
"Anti-apartheid activists used Biko's name and memory in their protests; in 1979, a mountaineer climbed the spire of Grace Cathedral in San Francisco to unfurl a banner with the names of Biko and imprisoned Black Panther Party leader Geronimo Pratt on it. ",0
The plan set out objectives for the forthcoming metropolitan county. ,0
"This led to a conflict between her parents, and they separated. ",0
"Seeing the advancing mass of men, the Yorkist archers shot a few more volleys before retreating behind their ranks of men-at-arms, leaving thousands of arrows in the ground to hinder the Lancastrian attack. ",0
"Influenza infects many animal species, and transfer of viral strains between species can occur. ",0
"By listening at the door of the room where Adolphe conducted his classes, Georges learned to sing difficult songs accurately from memory and developed an ability to identify and analyse complex chordal structures. ",0
Philip started the siege by blockading the city by land and sea to stop attempts to reinforce or supply the city. ,0
"In 1949, after years out of the limelight, Larwood was elected to honorary membership of the MCC. ",0
"More rarely, the injury can be caused by female circumcision, poorly performed abortions, or pelvic fractures. ",1
The largest lignotubers found had a diameter of 40 cm (16 in). ,0
"As Cornelia, Dale and Jack argue about what has happened, the unknown man locks the door and orders them to be quiet. ",0
"The Leopold Report, officially known as Wildlife Management in the National Parks, is a 1963 paper composed of a series of ecosystem management recommendations that were presented by the Special Advisory Board on Wildlife Management to United States Secretary of the Interior Stewart Udall. ",0
"The captured group had been identifying new sources of metal and timber for the Germans, but Ott had also been tasked by the Abwehr with making contact with the Partisans. ",0
Tufte argues strongly against the inclusion of any non-informative decoration in visual presentations of information and claims that ink should only be used to convey significant data and aid in its interpretation. ,1
"This was the last campaign of the War of the First Coalition, part of the French Revolutionary Wars. ",0
The fourth episode features a scene where Mark jams his dressing gown in the door and is forced to hide naked in his new neighbour's flat. ,0
"The U.S. discovered no hint of the attack on Pearl Harbor in at the time, nor could they, as the Japanese were very careful to not discuss the planned attack in Foreign Office communications. ",1
"Twenty-nine of these have occurred since the Chernobyl disaster, and 71 percent of all nuclear accidents (45 out of 63) occurred in the United States, challenging the notion that severe nuclear accidents cannot happen within the United States or that they have not happened since Chernobyl. ",1
"Copulation can take place on land or in the water, and a pair will mate one to four times during an oestrus period. ",0
The Minnesota Vikings and the Minnesota Twins have played in the state since 1961. ,0
This heavy glaciation is unrelated to the uplift of the range itself and is instead part of a period of global cooling known as the Quaternary glaciation. ,0
Musial also gave free meals at the restaurant he owned in St. Louis to any customers who presented valid ID proving they were Donora residents. ,0
"Abraham Gottlieb Deschler ministered to the Lutherans, and Jacob Rebas (or Repass) ministered to the Reformed congregation until the latter dissolved around 1813. ",0
"This, coupled with Kato's departure from Square-Enix and Yasunori Mitsuda's status as a freelance scorer, strongly suggests a hypothetical remake would not be headed by the original creators or team. ",1
"Homicide victimization rates for young Hispanic and African American males in the United States are especially high, compared to other demographic groups. ",1
"Daniel Goldhagen wrote in his book ""So it is no surprise that Americans perpetrated and supported mass slaughters - Tokyo's firebombing and then nuclear incinerations - in the name of saving American lives, and of giving the Japanese what they richly deserved."" ",1
SCI alleged that by restricting bands from selling directly to fans more than 8% of a venue's tickets violated the Sherman Anti Trust Act. ,1
"Together with a subsequent abscess and staph infection, Killebrew endured three surgeries and nearly died. ",0
"The new class, with twelve guns, was assigned the name ""Montana"" and cleared for construction by the United States Congress under the Two-Ocean Navy Act in 1940; funding for the new ships was approved in 1941. ",0
"The same storm system caused the Johnstown Flood, which killed over 2200 people. ",0
Another factor that may have killed the bill was when consevative hero and future president Ronald Reagan publicy expressed his opposition to the bill as well. ,1
"The report suggested that a county should be set up to recognise the ""Manchester known in commerce"", and referred to the areas that formed ""a substantial part of South Lancashire and part of Cheshire, comprising all municipal boroughs and minor authorities within a radius of eight or nine miles of Manchester"". ",0
"Even if accurate, accounts of events in Jesus' life may have changed in subtle ways during re-tellings. ",1
"In response, Allied Headquarters denied that Patton had received an official reprimand, but confirmed that Patton had slapped at least one soldier. ",0
"However, it may have also resulted from early Christian missionaries focusing their efforts within major population centers (e.g., St. Paul), rather than throughout an expansive, yet sparsely populated, countryside (hence, the Latin term suggesting ""uneducated country folk"") until a bit later on.pooooo ",1
"Roberts wrote to several of the sculptors, and found Aitken interested in creating the $50 pieces. ",0
"Dickens described it as ""dreaded by even the most dauntless highwaymen and bearable only to toads and rats"". ",0
"""As of August 27, 2006. ",1
"DeLay has publicly denied the charges, saying that they are partisan and from a well-known politically motivated Democratic enemy, Travis County District Attorney Ronnie Earle. ",1
"Jos?Ÿ?? Manuel Reina P?Ÿ?­ez (born 31 August 1982), commonly known as the dodgiest keeper in the premier league as his skills under the high ball are awful, is a Spanish footballer who plays as a goalkeeper for the English Premier League club Liverpool F.C. ",1
"In his view, as God was everywhere and anyone could preach, the established church was unnecessary and a university qualification irrelevant for a preacher. ",0
"To align their guns on the target, the turret crewmen had to follow pointers whose position was transmitted from the director. ",0
"While over the western Atlantic Ocean, Ginger became the last target of Project Stormfury, which sought to weaken hurricanes by depositing silver iodide into tropical cyclone rainbands. ",0
"He continued writing and eventually put together his first play, ""Removing All Doubt,"" which he sent to his old Syracuse theatre teacher, Arthur Storch, who was impressed. ",0
"Experts estimate that it took 29,135man-hours to erect Chetro Ketl alone; Hewett estimated that it took the wood of 5,000 trees and 50 million stone blocks. ",0
"Begin issued a call to arms and from 1944?›ƒ?ªƒ??48 the Irgun launched an all-out armed rebellion, perpetrating hundreds of attacks against British installations and posts as well as against Arab civilians including numerous massacres of Arab villages and hundreds of civilian, adult and children deaths just to mention Deir Yassin massacre, Nasser Al-Din massacre, Bein Daras massacre, Dahmash Musk massacre, Dawayme massacre and numerous other mass killings. ",1
Professor of Comparative Religion Arvind Sharma has argued that natural evil cannot be the result of moral evil in the way Augustine suggested: scientific consensus is that natural disasters and disease existed before humans and hence cannot be the result of human sin. ,0
"Until 1 July 2016, the currency of Belarus was the Belarusian ruble (BYR). ",0
"Wollstonecraft is intent on illustrating the limitations that women's deficient educations have placed on them; she writes: ""Taught from their infancy that beauty is woman's sceptre, the mind shapes itself to the body, and, roaming round its gilt cage, only seeks to adorn its prison."" ",0
"In 2005, ""In Utero"" was ranked number 358 in ""Rock Hard"" magazine's book of ""The 500 Greatest Rock & Metal Albums of All Time"". ",0
"Contributions to Bryan's campaign were much smaller; he had few wealthy supporters and the largest donor was most likely Hearst; he donated about $40,000, and gave the Bryan campaign support in his papers. ",0
The members separate when three girls approach the male band members. ,0
"In November 2002, UBS Warburg listed it as the 6th highest console game in terms of sales during the week of November 5. ",0
"While Canada is often viewed as a less racist country than their more notorious nieghbour down south, due to their efforts to create a multicultural pluralistic society, more recently, Canada has been perceived as practicing systemic, institutionalized racism by allowing employers to require Canadian-based job experience in a potential employee. ",1
"At the same time, it asked that no writ could be issued that would compel a man to appear before the Court; if it was, the clerk who issued it would lose his job and the Lord Chancellor would be fined £100. ",0
"The church has joined with many other Christian denominations in political operations, such as conducting service and humanitarian operations worldwide, and opposing same-sex marriages. ",1
A British mission led by Akers assisted in the development of gaseous diffusion technology at the SAM Laboratories in New York. ,0
"The square-up misleadingly stated that the producers wished to ""publicly acknowledge the splendid cooperation of the Nation's narcotic experts and Government departments, who aided in various ways the success of this production…. ",0
"He subsequently accepted employment as Vice President and legal advisor to the Mexican Petroleum Company, which was run by Edward Doheny (who, after Lane's death, would be implicated in the Teapot Dome scandal), as well as a directorship of the Metropolitan Life Insurance Company. ",0
"The rise of the communist witch-hunts of Senator Joseph McCarthy starting in 1950, would only deepen Bradbury's contempt over government overreach. ",1
FM's personality was stellar and was a major promotional boost for his theories. ,1
"No playwright was credited, implying that Hall had written the adaptation herself; it was actually written by one of Kershaw's ex-husbands, who reworked the story to make it more upbeat. ",0
"Trees in the monument include Douglas fir, oak, white fir, and alder. ",0
"Everything from horse-drawn carriages in the late 19th century, to automobiles in the first part of the 20th century, traveled the road which passed through that tree. ",0
"He defines the lexicographical order and an addition operation, noting that 0.999... < 1 simply because 0 < 1 in the ones place, but for any nonterminating ""x"", one has 0.999... + ""x"" = 1 + ""x"". ",0
"Dubbed the ""pooper scooper law"", its authorization by the Board of Supervisors was covered extensively by television and newspapers in San Francisco. ",0
"Unresolved issues of the book's historicity and the lack of supporting archaeological evidence have led some adherents to adopt the position that the Book of Mormon may have been the creation of Joseph Smith, but that it was nevertheless divinely inspired. ",1
Mark Satin has been a controversial public figure since the age of 20. ,0
Đính announced a deal whereby the Buddhists would have regular air time in return for relinquishing control of the radio station. ,0
"While most pups will survive to be weaned, Guiler reported that up to three fifths of devils do not reach maturity. ",0
"During his time in Congress, Ryan traveled to Newfoundland to investigate the inhumane killing of seals. ",1
Disney was a charter member of that group. ,0
Tatchell has been particularly critical of Muslims and Islam in general. ,1
"Shortly after he got out, his mother committed suicide. ",0
"This durability was amplified to a level where he can shrug off a telekinetic blast from Exodus, and he once withstood a whisper from Black Bolt's voice,After the destruction of his original body, Apocalypse has been forced to use host bodies to house his life-energies, although most cannot withstand his power, effectively eventually burning them out. ",1
The cylindrical stem is a pale flesh color with a delicately downy surface and brittle flesh; it is up to long and thick. ,0
"According to Higham, Rædwald's death also removed one of the political factors keeping Eadbald from converting, and Higham dates Eadbald's baptism to the time that his sister was sent to Northumbria. ",0
The families were later expelled for violating these conditions. ,0
"Panama has since managed the Canal very professionally, breaking all previous traffic, revenue and safety records year after year. ",1
"Shoshone National Forest is a part of the Greater Yellowstone Ecosystem, a nearly unbroken expanse of federally protected lands encompassing an estimated . ",0
"Ion Storm worked with QuakeEd developer Robert Duffy to create QERadiant, later adapted to ION Radiant. ",0
"Part of the City of Burnside, Waterfall Gully is bounded to the north by the suburb of Burnside, from the north-east to south-east by Cleland Conservation Park (part of the suburb of Cleland), to the south by Crafers West, and to the west by Leawood Gardens and Mount Osmond. ",0
"In a stunning and eerie foreshadowing of the September 11, 2001 attacks, subsequent conspiracy theories, and the 2003 invasion of Iraq, the plot of the March 4, 2001 pilot episode of the series depicts a secret US government agency plotting to crash a Boeing 727 into the World Trade Center via remote control for the purpose of blaming the attack on foreign ""tin-pot dictators"" who are ""begging to be smart-bombed."" ",1
These longer trips were Fanny's idea. ,0
"In another trade, he offered publicity in his newspaper in exchange for free railroad passes for himself and his family. ",0
Plenary meetings in the debating chamber usually take place on Wednesday afternoons from 2 pm to 6 pm and on Thursdays from 9:15 am to 6 pm. ,0
"Of course, the claims made by Hopper's character are complete nonsense, as the Moors were a Hamito-Semitic people and did not have a single drop of ""nigger"" blood. ",1
A drop of ammonium hydroxide solution turns the cap cuticle a greenish to bluish colour. ,0
"Late in 1942, more ""Volksdeutsche"" from the Banat and Romania were combined with the SS Cavalry Brigade to form the ""SS-Kavallerie-Division"". ",0
"Beginning in 1948–49, the Red Wings went on to win seven consecutive regular season titles - a feat no other team has accomplished. ",0
"After four years of development, a ""crude working model"" composed of 500 parts had been produced. ",0
"The Alamo is now ""the most popular tourist site in Texas"". ",0
"Other detected contaminants include arsenic, chromium, chloride, fluoride, nitrate, and sulfate."" ",0
EA likely does not offer these downloads in order to provide incentive for people to buy next year's game. ,1
"In addition, the Master System version of ""R-Type"" has garnered retrospective praise for its quality, with its visuals considered comparable to those found in the TurboGrafx-16 port of the same title. ",0
"General Aoun was previously known for his anti-Syrian sentiment, Aoun aligned with politicians who were friendly to the Syrians in the past decade: Soleiman Franjieh Jr and Michel Murr. ",1
"On Cape Cod, Massachusetts, an HU-25 Falcon jet flew along the coastline, broadcasting storm advisories to offshore vessels. ",0
"In May, he brainstormed the idea to construct a lighting system using Trabants by hanging them from the ceiling and hollowing them to carry spotlights. ",0
"Suffering from insomnia, Beiderbecke played the piano late into the evenings, both to the annoyance and to the delight of his neighbors. ",0
"Ma-Ma orders Dredd and Anderson killed, forcing the Judges to fight their way through dozens of armed thugs. ",0
"In response to an order from President Lyndon B. Johnson to cut production of enriched uranium by 25 percent, K-25 and K-27 ceased production in 1964, but in 1969 K-25 began producing uranium enriched to 3 to 5 percent for use in nuclear reactors. ",0
The 1982–83 season was dominated by McDonald's battle with Wayne Gretzky of the Edmonton Oilers for the league lead in goals. ,0
"As of 2006, an estimated 95% of scientists and 90% of christian college professors rejected the idea of a young earth. ",1
"Songs from ""Pinafore"" have been used to give period flavor to such films as the 1981 historical film ""Chariots of Fire"", in which the protagonist, Harold Abrahams, and others from Cambridge University, sing ""He Is an Englishman"". ",0
Todd proceeds to overpower Powell. ,0
"The surface of the glacier, once mostly without crevasses, turned into a chaotic jumble of icefalls heavily criss-crossed with crevasses and seracs caused by movement of the crater floor. ",0
"However, conservative activist Roy Innis responded that ƒ??""Dred Scott"" should not be hustled and prostituted by Jesse Jackson,ƒ? while former U.S. ",1
"The more common procedure is Type Ib (clitoridectomy), the complete or partial removal of the clitoral glans (the visible tip of the clitoris) and clitoral hood. ",0
"Bradman also agreed to an extensive interview for ABC radio, broadcast as ""Bradman: The Don Declares"" in eight 55-minute episodes during 1988. ",0
"Despite the Bush Administration?›ƒ?ªƒ?›s stated interest in liberating Iraq, little formal movement towards an invasion occurred until the September 11, 2001 attacks. ",1
This distinction is not universally applied however; Sir Walter Scott for instance claims that the kelpie's range may extend to lochs. ,0
"The trade to the Phillies ended Stengel's major league season for 1919, as he refused to report unless he got a raise, and when one was not forthcoming, returned to Kansas City to raise a barnstorming team. ",0
"In Ireland, where his measures against Irish Catholics have been characterised by many historians as genocidal or near-genocidal, he and his memory are widely despised, although Irish historian and Drogheda resident Tom Reilly has claimed that the opinion of Cromwell as a mass-murderer of the Irish is ""a fundamental flaw in Irish history"". ",1
"In the late 1850s, the Dickinsons befriended Samuel Bowles, the owner and editor-in-chief of the ""Springfield Republican"", and his wife, Mary. ",0
Gehrig added 47 home runs and his 175 RBI topped the AL; he won the first of his two AL MVP Awards. ,0
"The ensuing Watergate scandal exposed the corruption, illegality, and deceit displayed by some of those with in the Nixon Administration. ",1
"In 2011 when the Portuguese Republic avoided default by requesting international financial assistance to the International Monetary Fund, Otelo Saraiva de Carvalho, one of the best known captains who coordinated and organized the April 1974 military coup - the Carnation Revolution, stated that he wouldn't have made the revolution if he had known what the country would become after it. ",1
"In 1977, she married the mechanical engineer Nikola Breka after a year of dating. ",0
"In the winter of 1913–14, the MCC sent a strong team to South Africa. ",0
"""Phobia"" managed only one week in the US ""Billboard"" chart at number 166; as had by then become usual for the band, it made no impression in the UK. ",0
"On pain of loss of their jobs, political appointees were required to support Taft or remain silent. ",0
Florida Governor Jeb Bush declared a state of masterbation on August 24 in advance of Katrina's landfall in Florida. ,1
"Over 50,000 people were left homeless, primarily in Mahajanga and Toliara provinces. ",0
"The font's bowl is of Cork red marble, and supported by a stem, also red marble, a marble shaft of sculpted capitals, and an octagonal base. ",0
"Thirty-two passengers could be accommodated in each carriage, which had longitudinal bench seating and sliding doors at the ends, leading onto a platform for boarding and alighting. ",0
"Somerset's only undoubted skill was as a soldier, which he had proven on expeditions to Scotland and in the defence of Boulogne-sur-Mer in 1546. ",0
"Other denominations include the United Church (6.5%), Anglican (6.4%), Presbyterian (3.1%), Christian Orthodox (2.9%), and other denominations (9.8%). ",0
"Harry Dexter White, regarded by many as the principal author of the plan, was after his death exposed as a Soviet agent. ",1
The original cast recorded the play for television in 1972. ,0
"By the 11th century, however, the area was constantly harassed and raided by the Seljuk Turks, until it was finally decimated and conquered. ",1
"Recently, Kool-Aid Man has met a resurgence in popularity, owing no doubt to his appearance on the ""Family Guy"" television show, an extended Dane Cook monologue relating the Kool-Aid man as a traumatic childhood nightmare, and a brief mention in ""The Daily Show""'s "","" noting the similarities of Hispanic immigrants and Kool-Aid Guy (""No walls can contain them."") ",1
"Jack Warner, as the company's largest stockholder, appointed himself as the new company president. ",0
"Like these predecessors, Brandon's heroic stature derives from her [""sic""] unwillingness to compromise her [""sic""] identity … Pierce [""sic""] presents Brandon's struggles against biological determinism as the struggles of a dignified renegade. ",0
"Stalin's 24 year reign in the USSR is known to have been one of the most bloodiest in the world history, according to most calculations exceeding even Adolf Hitler's reign. ",1
Estimates of bread consumption from different regions are fairly similar: around of bread per person per day. ,0
"Apart from the use of the term ""gehenna"" (translated as ""hell"" in all English translations of the bible), the Johannine writings refer to the destiny of the wicked in terms of ""perishing"", ""death"" and ""condemnation"" or ""judgment"". ",1
"Christopher Columbus (Spanish: Crist??bal Col??n, Italian: Cristoforo Colombo, 1451-1506) was a Genoese explorer and trader who crossed the Atlantic Ocean and reached the Americas in 1492 under the flag of Spain, while searching for spices, gold, converts to Christianity and some say slaves. ",1
Lawson's expulsion from Vanderbilt as a result of these activities became one of the celebrated incidents of the era and eventually a source of deep embarassment to the university. ,1
"He missed the playoffs after tearing his knee ligaments in a game against the Phoenix Roadrunners when colliding with Bob Mowat, an opposing player during a line change. ",0
"Toronto attempted to try for the game-winning shot, but Jefferson intercepted a pass to seal the series for the Nets. ",0
It is the most overgrown cemetery out of the seven and hase large areas where it is not possible to walk through because they are to dangerous and for alot of people to scary! ,1
"Following an investigation and a report by Admiral William Fogarty, considered by many as flawed and a cover-up, Commander William C. Rogers III and his crew were exonerated and subsequently decorated. ",1
"They applied a lurid style, choosing to make people ""sort of shiny"". ",0
"The word ""lead"" is misspelled deliberately to avoid confusion, fearing it might be conceived of as the ""lead Zeppelin"" (as in ""lead singer""), as opposed to a zeppelin constructed of lead. ",1
"(However, any one not believing in the Trinity is not believing Christianity's base and core belief.) ",1
"""Cinefantastique"" reported that during filming, Cattrall participated in a photo shoot on the empty ""Enterprise"" bridge, where she wore nothing but her Vulcan ears. ",0
"An alternative perspective is that it was part of a larger political strategy launched by Mrs Thatcher in the UK and MrReagan in the USA to defeat the unionised working class, privatise industry, asset-strip and eventually deindustrialise large sectors of Britain and the USA. ",1
"Rand liked neither, but picked the latter. ",0
"Biographer Elizabeth Drew summarized Nixon as a ""smart, talented man, but most peculiar and haunted of presidents"". ",0
"The Church of England has two parishes in Herne Bay: Christ Church with St Andrew's, and St Martin's with St Peter's. ",0
"From those experienced in recovery by religious means, Wilson had been influenced by the opinion of psychiatrist Dr. Carl G. Jung that alcoholism could be cured by a genuine conversion, and of the Harvard philosophy and psychology Professor William James that recovery by conversion had been sporadically taking place for centuries in the churches, in the rescue missions, and in the Salvation Army. ",1
"This model, known as the nebular hypothesis and now refined as the Nice model (2005), was first developed in the 18th century by Emanuel Swedenborg, Immanuel Kant, and Pierre-Simon Laplace. ",0
"On ""Friday Night with [the very dirty-minded] Jonathan Ross"", Church revealed that the third series would be shown on Thursday nights beginning on 10 July 2008. ",1
"He emphasised the need for religious studies, insisting that the contingents from Cilacap attend Muhammadiyah conferences throughout Java. ",0
"The outer surface of the penis is mostly covered by small spines, but there is a broad band of nonspinous tissue. ",0
"After that, she returns home and collapses into her bed. ",0
"Many adult turtles have been killed by humans, both accidentally and deliberately. ",0
"The highest point at almost is Mount Cameroon in the Southwest Region of the country, and the largest cities in population-terms are Douala on the Wouri river, its economic capital and main seaport, Yaoundé, its political capital, and Garoua. ",0
"After spending several weeks gathering horses for the Matamoros Expedition, in late February Johnson and about 40 men led the herd to San Patricio. ",0
The vivid contrasts of darkness and light enhance the almost unnatural beauty and Gothic elegance of the model. ,0
"From his cell, Turpin wrote to his brother-in-law, Pompr Rivernall, who also lived at Hempstead. ",0
"AUVs constitute part of a larger group of unmanned undersea systems, a classification that includes non-autonomous ROVs, which are controlled and powered from the surface by an operator/pilot via an umbilical or using remote control. ",0
"Measurements of the cosmic microwave background indicate that the universe is very nearly spatially flat, and therefore according to general relativity the universe must have almost exactly the critical density of mass/energy. ",0
Corruption is rife at all levels; Transparency International's Corruption Perceptions Index for 2005 named Chad (tied with Bangladesh) as the most corrupt country in the world. ,0
"Before the discovery of ""Baryonyx"" the last significant theropod find in the United Kingdom was ""Eustreptospondylus"" in 1871, and in a 1986 interview Charig called ""Baryonyx"" ""the best find of the century"" in Europe. ",0
These differences suggest that adults and juveniles were feeding differently. ,0
"On 27 May 2009, North Korea withdrew from the 1953 armistice, because South Korea has violated its terms, after South Korea joined a US-led initiative to search North Korean ships for nuclear weapons; although South Korea had not been a signator. ",1
"gold is a catalyt for greed amongst those who can afford...this can lead to the lives of those who cannot afford it, being put into ruins... ",1
All sportive lemurs have long legs compared to their arms and trunk and the face is covered with short hairs. ,0
Skeeter Rankins is said to be the greatest wiffleball player ever to step on the field. ,1
"The town held out for 18 days, and after it fell to William he built a castle to secure his control. ",0
"This idea was developed, with the design of Wolfcastle, himself also a caricature of Schwarzenegger, being given more wrinkles under his eyes and a different hairstyle. ",0
"The Eurovision Song Contest () is no longer important, but still an annual competition held among active member countries of the European Broadcasting Union (EBU). ",1
The composition of fluorite was later determined to be calcium difluoride. ,0
"Some say that one disadvantage of this style is that the beginning brace can be more difficult to locate than with the BSD style, and the ending brace shares the disadvantage of the BSD style. ",1
"Punk submitted to Albright's Crowbar and was eliminated, but he returned later in the match to distract Albright, allowing Stevens to pin Albright and become the new OVW Television Champion. ",0
